g_ptsx,g_ptsy
7.15E-04,0.027675711
7.16E-04,0.027612221
7.17E-04,0.027552889
7.17E-04,0.027497772
7.18E-04,0.027440069
7.19E-04,0.027384791
7.19E-04,0.027327123
7.20E-04,0.027271849
7.21E-04,0.027214161
7.21E-04,0.027158914
7.22E-04,0.027101194
7.23E-04,0.027045983
7.23E-04,0.026988225
7.24E-04,0.026933054
7.25E-04,0.026875255
7.26E-04,0.026820125
7.26E-04,0.026762285
7.27E-04,0.026707197
7.28E-04,0.026649314
7.28E-04,0.026594269
7.29E-04,0.026536342
7.30E-04,0.026481341
7.30E-04,0.026423371
7.31E-04,0.026368413
7.32E-04,0.0263104
7.32E-04,0.026255485
7.33E-04,0.026197428
7.34E-04,0.026142557
7.35E-04,0.026084457
7.35E-04,0.026029629
7.36E-04,0.025971486
7.37E-04,0.025916702
7.37E-04,0.025858514
7.38E-04,0.025803774
